age,sex,education,workclass,hours-per-week,marital-status,occupation,skills,interests,income
42,Female,High School,Freelancer,25,Married,Tax Consultant,Excel,Finance,47288
37,Female,High School,Self-employed,28,Widowed,Tax Consultant,Python,Finance,33712
59,Male,High School,Unemployed,52,Single,Tax Consultant,Public Speaking,Finance,62742
28,Female,Bachelors,Government,51,Single,Tax Consultant,Machine Learning,Finance,123434
23,Male,High School,Self-employed,22,Single,Tax Consultant,Leadership,Finance,60226
55,Female,High School,Government,27,Single,Tax Consultant,C++,Finance,42253
55,Female,Masters,Unemployed,44,Married,Tax Consultant,Content Writing,Finance,73094
23,Male,Masters,Self-employed,38,Married,Auditor,Excel,Finance,100847
45,Male,High School,Unemployed,54,Single,Tax Consultant,Machine Learning,Finance,32772
32,Male,PhD,Private,53,Single,Financial Analyst,Data Analysis,Finance,176898
48,Female,High School,Self-employed,56,Married,Tax Consultant,Content Writing,Finance,73100
64,Male,PhD,Self-employed,23,Married,Investment Banker,Blockchain,Finance,82500
50,Female,PhD,Unemployed,21,Widowed,Tax Consultant,Project Management,Finance,197897
35,Male,PhD,Unemployed,41,Widowed,Financial Analyst,Python,Finance,86616
42,Female,High School,Unemployed,35,Widowed,Accountant,Cloud Computing,Finance,77080
51,Female,Masters,Freelancer,40,Married,Investment Banker,Public Speaking,Finance,81820
31,Female,PhD,Freelancer,47,Divorced,Investment Banker,Data Analysis,Finance,135157
49,Female,Masters,Private,43,Widowed,Investment Banker,UI/UX Design,Finance,69513
47,Female,Diploma,Self-employed,44,Widowed,Tax Consultant,Public Speaking,Finance,105088
60,Male,Bachelors,Government,30,Widowed,Financial Analyst,C++,Finance,76093
42,Male,Bachelors,Unemployed,50,Single,Tax Consultant,Python,Finance,100668
26,Female,Diploma,Unemployed,56,Divorced,Financial Analyst,Artificial Intelligence,Finance,58932
22,Female,Bachelors,Private,44,Married,Auditor,Communication,Finance,131352
55,Female,PhD,Freelancer,35,Divorced,Financial Analyst,Data Analysis,Finance,98234
24,Female,Masters,Freelancer,57,Married,Investment Banker,Python,Finance,55142
54,Male,Diploma,Private,50,Divorced,Investment Banker,Public Speaking,Finance,64283
28,Female,PhD,Unemployed,43,Married,Accountant,Cloud Computing,Finance,215809
31,Male,Bachelors,Private,54,Divorced,Accountant,UI/UX Design,Finance,73302
45,Male,Diploma,Unemployed,51,Widowed,Financial Analyst,Leadership,Finance,64771
30,Female,PhD,Private,24,Single,Accountant,C++,Finance,110262
26,Female,Bachelors,Self-employed,43,Widowed,Auditor,Public Speaking,Finance,69903
19,Female,PhD,Unemployed,35,Married,Tax Consultant,Cloud Computing,Finance,120901
53,Female,PhD,Freelancer,38,Married,Investment Banker,Networking,Finance,185982
45,Male,Diploma,Freelancer,50,Married,Tax Consultant,Data Analysis,Finance,65332
53,Female,Diploma,Private,34,Widowed,Accountant,Finance,Finance,44560
54,Male,PhD,Government,25,Divorced,Accountant,Python,Finance,107248
55,Female,Bachelors,Government,35,Widowed,Investment Banker,Graphic Design,Finance,137195
49,Male,Bachelors,Private,39,Single,Financial Analyst,Python,Finance,63421
62,Female,Bachelors,Self-employed,22,Widowed,Auditor,C++,Finance,105984
57,Female,Bachelors,Government,30,Widowed,Tax Consultant,Public Speaking,Finance,66280
40,Female,Masters,Freelancer,53,Divorced,Auditor,Public Speaking,Finance,103529
18,Male,Bachelors,Private,30,Single,Auditor,Artificial Intelligence,Finance,74311
58,Male,PhD,Freelancer,37,Widowed,Accountant,Leadership,Finance,181107
49,Female,Bachelors,Freelancer,52,Widowed,Financial Analyst,Communication,Finance,62171
30,Female,PhD,Self-employed,31,Widowed,Financial Analyst,Public Speaking,Finance,176943
63,Female,High School,Government,36,Single,Tax Consultant,Content Writing,Finance,48602
50,Male,Bachelors,Government,50,Married,Accountant,Cybersecurity,Finance,79086
63,Male,Diploma,Unemployed,30,Widowed,Financial Analyst,Database Management,Finance,41956
40,Male,High School,Self-employed,59,Divorced,Auditor,Data Analysis,Finance,70321
49,Male,High School,Freelancer,51,Single,Accountant,C++,Finance,41110
21,Male,Bachelors,Self-employed,57,Married,Auditor,C++,Finance,57023
36,Female,Bachelors,Freelancer,42,Divorced,Investment Banker,Cybersecurity,Finance,130184
23,Female,Bachelors,Self-employed,44,Widowed,Auditor,Data Analysis,Finance,81351
19,Male,Masters,Self-employed,50,Widowed,Investment Banker,Cybersecurity,Finance,127435
56,Female,Bachelors,Private,58,Married,Tax Consultant,Project Management,Finance,64056
31,Male,Bachelors,Freelancer,22,Divorced,Investment Banker,Customer Support,Finance,72344
30,Male,Diploma,Freelancer,58,Married,Tax Consultant,Machine Learning,Finance,53500
30,Female,High School,Self-employed,46,Widowed,Accountant,Blockchain,Finance,78945
30,Female,High School,Self-employed,44,Married,Auditor,Data Analysis,Finance,41326
61,Female,Masters,Unemployed,51,Married,Investment Banker,Data Analysis,Finance,98848
26,Male,Diploma,Government,41,Single,Auditor,DevOps,Finance,55209
26,Female,Masters,Self-employed,31,Divorced,Auditor,Graphic Design,Finance,95604
41,Male,Diploma,Self-employed,21,Divorced,Investment Banker,C++,Finance,52096
29,Female,PhD,Unemployed,42,Married,Financial Analyst,C++,Finance,94881
22,Male,Masters,Freelancer,55,Widowed,Auditor,C++,Finance,88140
37,Female,Diploma,Unemployed,44,Married,Tax Consultant,Blockchain,Finance,72701
26,Male,Bachelors,Freelancer,47,Divorced,Accountant,Project Management,Finance,59941
41,Male,PhD,Freelancer,47,Single,Tax Consultant,DevOps,Finance,135138
44,Male,High School,Self-employed,36,Single,Auditor,Marketing,Finance,32184
26,Male,High School,Unemployed,52,Widowed,Financial Analyst,Data Visualization,Finance,39452
58,Male,Bachelors,Government,44,Married,Financial Analyst,Excel,Finance,110370
44,Female,Bachelors,Freelancer,59,Married,Accountant,Leadership,Finance,50460
60,Female,Diploma,Private,26,Divorced,Tax Consultant,C++,Finance,39872
57,Female,Bachelors,Private,50,Divorced,Investment Banker,Artificial Intelligence,Finance,62003
37,Female,Masters,Freelancer,46,Married,Investment Banker,Communication,Finance,96449
20,Female,Masters,Unemployed,54,Single,Tax Consultant,Python,Finance,81393
53,Female,Masters,Government,33,Married,Financial Analyst,Public Speaking,Finance,70052
54,Male,Bachelors,Private,32,Widowed,Auditor,Leadership,Finance,102666
26,Male,Diploma,Self-employed,29,Married,Auditor,Data Analysis,Finance,79993
60,Female,Diploma,Unemployed,38,Divorced,Tax Consultant,Excel,Finance,110504
50,Male,High School,Private,38,Widowed,Tax Consultant,Cybersecurity,Finance,73224
41,Male,Diploma,Self-employed,21,Divorced,Tax Consultant,Artificial Intelligence,Finance,51435
52,Female,Diploma,Self-employed,46,Married,Accountant,Java,Finance,52638
41,Female,Masters,Unemployed,42,Married,Accountant,Marketing,Finance,88084
22,Female,High School,Unemployed,37,Divorced,Financial Analyst,Communication,Finance,73675
31,Male,PhD,Self-employed,32,Single,Tax Consultant,Excel,Finance,90818
42,Male,Masters,Freelancer,35,Widowed,Tax Consultant,Project Management,Finance,64911
64,Male,Diploma,Private,34,Single,Auditor,Cybersecurity,Finance,59716
23,Male,PhD,Self-employed,38,Divorced,Investment Banker,Public Speaking,Finance,165727
30,Male,PhD,Private,27,Widowed,Financial Analyst,Communication,Finance,110187
53,Female,PhD,Self-employed,27,Widowed,Tax Consultant,C++,Finance,113486
57,Female,PhD,Self-employed,32,Married,Financial Analyst,Graphic Design,Finance,108048
49,Male,High School,Private,57,Single,Accountant,C++,Finance,70536
22,Male,High School,Unemployed,54,Divorced,Auditor,Graphic Design,Finance,95729
47,Female,High School,Private,33,Single,Investment Banker,C++,Finance,53590
52,Female,Diploma,Government,49,Widowed,Auditor,Leadership,Finance,65227
48,Male,High School,Government,42,Divorced,Tax Consultant,Leadership,Finance,46073
57,Male,High School,Freelancer,46,Single,Financial Analyst,Data Analysis,Finance,36837
43,Female,Masters,Private,58,Single,Tax Consultant,Graphic Design,Finance,89299
38,Female,Masters,Unemployed,27,Widowed,Accountant,Excel,Finance,74706
23,Male,PhD,Self-employed,29,Divorced,Financial Analyst,Python,Finance,142206
62,Male,Diploma,Unemployed,51,Single,Financial Analyst,Public Speaking,Finance,41128
41,Female,High School,Self-employed,33,Divorced,Auditor,C++,Finance,42665
57,Male,Diploma,Private,46,Divorced,Accountant,Public Speaking,Finance,66106
34,Male,Bachelors,Self-employed,30,Widowed,Auditor,Leadership,Finance,63543
29,Male,Bachelors,Private,39,Divorced,Auditor,Communication,Finance,66451
34,Female,Masters,Private,26,Divorced,Auditor,Excel,Finance,73660
40,Male,PhD,Self-employed,41,Married,Tax Consultant,Excel,Finance,199618
54,Male,PhD,Freelancer,53,Divorced,Accountant,C++,Finance,120723
52,Female,Bachelors,Unemployed,41,Divorced,Accountant,Excel,Finance,81283
57,Male,PhD,Self-employed,34,Widowed,Tax Consultant,Data Analysis,Finance,96027
22,Male,PhD,Self-employed,50,Married,Auditor,Excel,Finance,121757
32,Female,High School,Freelancer,26,Widowed,Financial Analyst,C++,Finance,59646
42,Male,Bachelors,Government,56,Married,Accountant,Data Analysis,Finance,84008
59,Female,Masters,Self-employed,26,Widowed,Investment Banker,Python,Finance,64799
19,Male,Masters,Self-employed,50,Widowed,Accountant,Cybersecurity,Finance,127435
59,Male,High School,Unemployed,52,Single,Accountant,Public Speaking,Finance,62742
46,Female,Masters,Self-employed,58,Single,Investment Banker,Public Speaking,Finance,175186
20,Female,Diploma,Unemployed,31,Married,Tax Consultant,Public Speaking,Finance,82465
45,Male,Masters,Unemployed,23,Married,Auditor,SQL,Finance,91028
30,Female,Diploma,Freelancer,20,Single,Financial Analyst,Data Visualization,Finance,102830
51,Male,Masters,Unemployed,25,Married,Investment Banker,Communication,Finance,107067
37,Female,High School,Unemployed,39,Divorced,Accountant,C++,Finance,49199
18,Female,Masters,Unemployed,55,Married,Auditor,Customer Support,Finance,94795
45,Female,Bachelors,Freelancer,44,Single,Financial Analyst,Business Analysis,Finance,117759
20,Female,PhD,Unemployed,47,Single,Financial Analyst,Leadership,Finance,105812
22,Male,PhD,Freelancer,58,Divorced,Investment Banker,Business Analysis,Finance,100997
51,Male,Diploma,Unemployed,56,Single,Auditor,SQL,Finance,66356
25,Male,Masters,Unemployed,36,Divorced,Accountant,Public Speaking,Finance,61204
30,Female,PhD,Freelancer,32,Widowed,Financial Analyst,Node.js,Finance,92445
54,Female,Diploma,Unemployed,55,Married,Tax Consultant,Data Analysis,Finance,57346
59,Male,Bachelors,Self-employed,25,Married,Financial Analyst,Java,Finance,131413
57,Male,Bachelors,Government,48,Divorced,Auditor,Cybersecurity,Finance,50699
63,Male,PhD,Government,51,Divorced,Auditor,Leadership,Finance,160877
38,Female,PhD,Self-employed,30,Divorced,Investment Banker,Excel,Finance,111135
53,Female,Masters,Government,50,Widowed,Financial Analyst,Excel,Finance,135715
52,Female,PhD,Self-employed,24,Married,Tax Consultant,C++,Finance,213616
46,Male,PhD,Government,48,Married,Accountant,Data Analysis,Finance,127551
27,Female,High School,Unemployed,33,Married,Investment Banker,Leadership,Finance,54452
31,Male,PhD,Self-employed,27,Single,Accountant,Public Speaking,Finance,90527
49,Male,Diploma,Private,41,Single,Tax Consultant,Public Speaking,Finance,53630
21,Male,Bachelors,Freelancer,49,Single,Investment Banker,Database Management,Finance,114669
51,Male,Diploma,Self-employed,44,Single,Investment Banker,SQL,Finance,54323
19,Female,Diploma,Self-employed,57,Married,Accountant,Data Analysis,Finance,56389
46,Female,High School,Self-employed,51,Widowed,Investment Banker,Public Speaking,Finance,41412
31,Male,High School,Private,33,Single,Auditor,Blockchain,Finance,104311
53,Female,PhD,Freelancer,38,Married,Financial Analyst,Data Analysis,Finance,163917
54,Male,Masters,Self-employed,51,Single,Accountant,Public Speaking,Finance,80005
60,Male,PhD,Freelancer,29,Single,Financial Analyst,Data Analysis,Finance,108112
51,Female,High School,Freelancer,36,Single,Auditor,Data Analysis,Finance,70910
42,Male,High School,Unemployed,25,Single,Tax Consultant,Excel,Finance,43516
41,Male,Bachelors,Government,47,Divorced,Accountant,Python,Finance,144244
32,Female,PhD,Unemployed,52,Single,Accountant,Testing,Finance,124510
26,Male,Bachelors,Unemployed,33,Married,Auditor,Data Analysis,Finance,64806
63,Female,Bachelors,Private,40,Divorced,Financial Analyst,Data Analysis,Finance,120433
30,Female,PhD,Private,24,Single,Physiotherapist,C++,Health,110262
54,Female,Diploma,Unemployed,30,Divorced,Nurse,Machine Learning,Health,96297
30,Male,Masters,Freelancer,24,Single,Medical Researcher,Artificial Intelligence,Health,121293
19,Male,PhD,Private,23,Single,Nurse,Leadership,Health,134458
61,Female,Diploma,Self-employed,36,Single,Pharmacist,Leadership,Health,55667
36,Male,Diploma,Government,36,Divorced,Medical Researcher,Cybersecurity,Health,52374
45,Female,Bachelors,Freelancer,23,Divorced,Nurse,C++,Health,53023
49,Female,Bachelors,Self-employed,36,Married,Physiotherapist,UI/UX Design,Health,83909
52,Male,Bachelors,Government,59,Married,Nurse,Excel,Health,93793
64,Female,High School,Unemployed,37,Married,Physiotherapist,Communication,Health,40539
40,Female,Masters,Unemployed,36,Married,Physiotherapist,Data Analysis,Health,95909
35,Male,Diploma,Government,50,Single,Medical Researcher,Python,Health,67982
58,Female,PhD,Government,43,Widowed,Nurse,C++,Health,93326
53,Female,Masters,Government,58,Divorced,Nurse,Cybersecurity,Health,108810
63,Female,High School,Private,54,Widowed,Medical Researcher,Public Speaking,Health,39050
24,Male,PhD,Government,31,Single,Medical Researcher,Public Speaking,Health,105969
37,Male,Masters,Government,56,Divorced,Nurse,Testing,Health,196595
33,Female,PhD,Government,36,Married,Physiotherapist,Python,Health,142137
32,Female,Bachelors,Private,41,Married,Nurse,Python,Health,62029
53,Male,High School,Freelancer,52,Widowed,Doctor,DevOps,Health,51824
34,Female,Diploma,Unemployed,20,Divorced,Physiotherapist,React,Health,61201
51,Male,Diploma,Unemployed,56,Single,Physiotherapist,Excel,Health,70255
54,Male,Masters,Unemployed,20,Married,Medical Researcher,Communication,Health,80684
31,Male,Masters,Private,43,Married,Doctor,C++,Health,69462
40,Male,Masters,Freelancer,37,Single,Pharmacist,Python,Health,91320
60,Male,Bachelors,Government,30,Widowed,Medical Researcher,C++,Health,76093
54,Female,PhD,Freelancer,28,Single,Nurse,Python,Health,105952
34,Female,Diploma,Government,47,Married,Nurse,Leadership,Health,107521
62,Female,Bachelors,Government,37,Married,Pharmacist,Leadership,Health,60308
30,Male,PhD,Unemployed,29,Widowed,Medical Researcher,C++,Health,112470
54,Male,Bachelors,Unemployed,28,Married,Medical Researcher,Public Speaking,Health,58450
56,Male,Masters,Government,24,Single,Pharmacist,Communication,Health,86765
33,Male,Masters,Self-employed,33,Single,Medical Researcher,Python,Health,59455
32,Female,Diploma,Self-employed,22,Divorced,Nurse,C++,Health,63180
36,Male,High School,Freelancer,20,Divorced,Doctor,Communication,Health,51737
46,Male,Diploma,Self-employed,35,Single,Medical Researcher,Excel,Health,42893
23,Female,PhD,Self-employed,39,Married,Pharmacist,Database Management,Health,126564
22,Male,PhD,Self-employed,22,Single,Pharmacist,C++,Health,101900
24,Male,High School,Private,23,Widowed,Doctor,Data Analysis,Health,83400
57,Female,Masters,Self-employed,43,Married,Pharmacist,Excel,Health,92924
50,Male,Bachelors,Government,24,Divorced,Medical Researcher,Testing,Health,47754
46,Female,Masters,Self-employed,22,Divorced,Nurse,Leadership,Health,61868
45,Male,Masters,Freelancer,23,Married,Physiotherapist,Data Visualization,Health,81374
55,Female,Bachelors,Private,24,Divorced,Doctor,Cybersecurity,Health,51144
21,Male,High School,Government,55,Single,Doctor,Data Analysis,Health,38532
31,Male,Bachelors,Private,54,Divorced,Doctor,Statistics,Health,81237
30,Male,Diploma,Freelancer,40,Divorced,Physiotherapist,C++,Health,59586
18,Male,Diploma,Private,55,Widowed,Pharmacist,Leadership,Health,93946
22,Female,Masters,Private,30,Divorced,Pharmacist,Machine Learning,Health,203266
44,Male,PhD,Unemployed,34,Divorced,Doctor,Communication,Health,92091
60,Female,Diploma,Unemployed,31,Single,Medical Researcher,Python,Health,58962
56,Female,High School,Freelancer,42,Single,Physiotherapist,Software Engineering,Health,41039
32,Male,PhD,Private,28,Single,Medical Researcher,Statistics,Health,254937
33,Male,Masters,Unemployed,56,Widowed,Pharmacist,Communication,Health,99248
31,Female,Masters,Unemployed,37,Married,Doctor,Node.js,Health,75741
43,Female,Bachelors,Private,21,Widowed,Medical Researcher,Python,Health,63807
39,Female,PhD,Government,48,Widowed,Medical Researcher,Leadership,Health,127640
36,Female,Masters,Private,59,Single,Pharmacist,Node.js,Health,57785
41,Female,Bachelors,Freelancer,52,Married,Nurse,Communication,Health,59067
24,Female,High School,Private,28,Divorced,Pharmacist,Project Management,Health,72932
43,Female,Masters,Government,31,Widowed,Pharmacist,Leadership,Health,113669
26,Female,Bachelors,Self-employed,31,Divorced,Medical Researcher,Testing,Health,86105
61,Female,Masters,Private,41,Divorced,Doctor,Leadership,Health,96909
44,Male,PhD,Unemployed,38,Widowed,Pharmacist,Leadership,Health,94009
19,Male,PhD,Government,45,Divorced,Physiotherapist,Graphic Design,Health,143092
26,Male,Bachelors,Freelancer,51,Married,Medical Researcher,Cloud Computing,Health,122286
45,Male,High School,Freelancer,21,Single,Nurse,Marketing,Health,78706
59,Male,Diploma,Freelancer,35,Divorced,Doctor,Communication,Health,46181
31,Female,PhD,Self-employed,30,Widowed,Pharmacist,Communication,Health,132508
43,Female,Masters,Freelancer,32,Widowed,Medical Researcher,Networking,Health,147904
62,Female,PhD,Private,22,Single,Physiotherapist,Finance,Health,243585
58,Male,High School,Government,54,Married,Pharmacist,Excel,Health,86379
50,Male,High School,Private,38,Widowed,Physiotherapist,Data Analysis,Health,66922
52,Female,Masters,Unemployed,27,Married,Physiotherapist,Business Analysis,Health,134898
32,Male,High School,Government,59,Single,Doctor,Graphic Design,Health,59290
64,Female,Diploma,Government,52,Single,Medical Researcher,Customer Support,Health,47325
28,Male,Masters,Private,25,Single,Doctor,Database Management,Health,106922
58,Male,High School,Government,54,Married,Doctor,Software Engineering,Health,90788
51,Female,Diploma,Freelancer,48,Single,Doctor,C++,Health,53063
59,Male,Bachelors,Unemployed,38,Widowed,Pharmacist,Leadership,Health,72158
56,Male,Masters,Private,28,Single,Medical Researcher,Software Engineering,Health,194859
25,Male,High School,Unemployed,55,Widowed,Pharmacist,Data Analysis,Health,27432
32,Female,High School,Freelancer,26,Widowed,Physiotherapist,C++,Health,59646
64,Female,High School,Government,51,Widowed,Doctor,Customer Support,Health,40751
27,Female,Masters,Unemployed,31,Divorced,Medical Researcher,SQL,Health,108392
19,Female,High School,Unemployed,48,Divorced,Nurse,Leadership,Health,50017
55,Male,Bachelors,Private,48,Single,Doctor,React,Health,73863
40,Male,PhD,Unemployed,24,Married,Nurse,Data Analysis,Health,104574
35,Female,Bachelors,Private,58,Married,Medical Researcher,DevOps,Health,106783
29,Female,High School,Freelancer,52,Widowed,Pharmacist,Testing,Health,46097
53,Female,Masters,Freelancer,33,Widowed,Medical Researcher,Excel,Health,109522
31,Female,High School,Private,29,Married,Doctor,SQL,Health,57088
52,Male,PhD,Self-employed,32,Single,Doctor,Java,Health,102113
42,Male,High School,Freelancer,48,Married,Nurse,Python,Health,42436
22,Female,High School,Private,46,Married,Physiotherapist,Node.js,Health,59694
46,Female,Diploma,Self-employed,39,Divorced,Pharmacist,Leadership,Health,75517
33,Female,High School,Government,59,Widowed,Medical Researcher,UI/UX Design,Health,75648
46,Male,Bachelors,Freelancer,35,Widowed,Physiotherapist,Data Analysis,Health,120606
21,Female,PhD,Unemployed,56,Single,Pharmacist,Machine Learning,Health,115387
34,Male,High School,Self-employed,53,Single,Doctor,C++,Health,52028
43,Female,Diploma,Freelancer,23,Widowed,Physiotherapist,Communication,Health,81702
34,Male,Diploma,Private,39,Widowed,Pharmacist,Data Analysis,Health,88293
50,Female,Diploma,Private,56,Divorced,Doctor,Content Writing,Health,46931
28,Male,Masters,Freelancer,23,Married,Physiotherapist,Data Analysis,Health,117914
56,Male,PhD,Self-employed,41,Divorced,Doctor,Excel,Health,98724
25,Female,Bachelors,Private,48,Single,Pharmacist,Communication,Health,69681
50,Male,High School,Self-employed,45,Divorced,Pharmacist,Python,Health,43759
39,Male,Diploma,Freelancer,29,Divorced,Physiotherapist,Public Speaking,Health,58504
21,Female,Diploma,Unemployed,48,Single,Pharmacist,Software Engineering,Health,71260
35,Female,Diploma,Self-employed,46,Divorced,Doctor,Blockchain,Health,138697
47,Female,Masters,Private,57,Divorced,Doctor,Communication,Health,120891
32,Male,Diploma,Unemployed,50,Married,Physiotherapist,Data Analysis,Health,60618
45,Male,High School,Self-employed,31,Single,Medical Researcher,Communication,Health,46113
57,Male,Masters,Unemployed,21,Single,Nurse,Java,Health,74615
59,Male,High School,Freelancer,38,Divorced,Doctor,Leadership,Health,79688
60,Male,Diploma,Private,47,Divorced,Physiotherapist,C++,Health,57336
49,Male,Masters,Self-employed,32,Divorced,Physiotherapist,Excel,Health,76243
21,Female,Bachelors,Private,23,Widowed,Pharmacist,Leadership,Health,66678
61,Female,Diploma,Unemployed,58,Single,Physiotherapist,DevOps,Health,55828
47,Female,PhD,Private,39,Divorced,Nurse,Data Analysis,Health,225311
52,Male,PhD,Freelancer,58,Married,Nurse,Database Management,Health,211711
41,Male,Diploma,Self-employed,21,Divorced,Doctor,Artificial Intelligence,Health,51435
52,Male,PhD,Unemployed,48,Married,Medical Researcher,Finance,Health,99016
56,Male,PhD,Freelancer,50,Divorced,Physiotherapist,Communication,Health,104232
33,Male,Diploma,Government,56,Married,Medical Researcher,Data Analysis,Health,91660
39,Male,PhD,Private,35,Divorced,Medical Researcher,Java,Health,111348
22,Male,High School,Government,25,Married,Doctor,Testing,Health,55093
64,Female,High School,Freelancer,28,Divorced,Physiotherapist,Leadership,Health,39909
62,Male,Bachelors,Private,30,Widowed,Nurse,Data Analysis,Health,98174
57,Male,Diploma,Self-employed,23,Single,Doctor,Data Analysis,Health,49035
61,Male,Masters,Freelancer,22,Single,Nurse,Business Analysis,Health,76939
45,Male,High School,Government,25,Single,Medical Researcher,Artificial Intelligence,Health,72980
34,Female,Masters,Private,26,Divorced,Medical Researcher,Excel,Health,73660
56,Female,High School,Freelancer,42,Single,Nurse,Cloud Computing,Health,40260
26,Male,Masters,Private,49,Single,Physiotherapist,Excel,Health,56657
21,Female,Masters,Government,58,Married,Physiotherapist,Leadership,Health,146804
40,Female,Masters,Unemployed,36,Married,Doctor,Data Analysis,Health,95909
58,Male,Bachelors,Government,44,Married,Pharmacist,Excel,Health,110370
22,Male,Bachelors,Freelancer,49,Single,Medical Researcher,Content Writing,Health,116838
22,Female,PhD,Self-employed,49,Married,Physiotherapist,C++,Health,179254
32,Female,Diploma,Self-employed,50,Divorced,Nurse,Python,Health,41496
52,Female,Bachelors,Government,49,Single,Physiotherapist,Python,Health,74014
50,Female,PhD,Unemployed,21,Widowed,Physiotherapist,Project Management,Health,197897
30,Male,Diploma,Unemployed,32,Single,Pharmacist,Communication,Health,44404
38,Female,Bachelors,Unemployed,34,Divorced,Pharmacist,Excel,Health,123523
46,Female,Masters,Self-employed,27,Divorced,Medical Researcher,Communication,Health,65793
57,Male,PhD,Self-employed,34,Widowed,Pharmacist,Data Analysis,Health,96027
29,Male,Bachelors,Self-employed,42,Widowed,Physiotherapist,Communication,Health,52182
55,Female,Masters,Self-employed,54,Divorced,Medical Researcher,Machine Learning,Health,159358
58,Female,PhD,Private,28,Married,Medical Researcher,UI/UX Design,Health,84732
36,Female,PhD,Self-employed,28,Widowed,Physiotherapist,Public Speaking,Health,112909
59,Male,High School,Freelancer,38,Divorced,Pharmacist,Leadership,Health,79688
25,Male,PhD,Private,24,Divorced,Physiotherapist,Project Management,Health,114158
58,Male,High School,Government,54,Married,Doctor,Software Engineering,Health,90788
49,Female,Diploma,Unemployed,58,Widowed,Doctor,Node.js,Health,48351
37,Female,PhD,Freelancer,27,Single,Physiotherapist,Software Engineering,Health,93301
42,Male,Diploma,Government,21,Widowed,Physiotherapist,Excel,Health,57099
60,Female,Bachelors,Freelancer,21,Divorced,Pharmacist,Cloud Computing,Health,117706
19,Female,High School,Unemployed,28,Single,Medical Researcher,Python,Health,43569
32,Male,PhD,Freelancer,40,Divorced,Medical Researcher,Project Management,Health,96334
20,Female,High School,Government,20,Married,Physiotherapist,Leadership,Health,42841
58,Male,Masters,Unemployed,55,Divorced,Medical Researcher,Python,Health,80572
39,Female,Masters,Freelancer,30,Married,Medical Researcher,DevOps,Health,90616
19,Female,PhD,Private,44,Married,Nurse,Customer Support,Health,98801
44,Male,High School,Unemployed,27,Single,Doctor,Data Analysis,Health,35575
49,Male,High School,Unemployed,47,Divorced,Medical Researcher,Leadership,Health,45085
57,Female,Diploma,Self-employed,24,Single,Nurse,Excel,Health,61567
19,Male,Diploma,Government,33,Divorced,Nurse,Artificial Intelligence,Health,110408
28,Male,Masters,Freelancer,35,Divorced,Doctor,Leadership,Health,136131
26,Female,Diploma,Self-employed,27,Widowed,Pharmacist,Networking,Health,51281
50,Female,PhD,Freelancer,34,Widowed,Physiotherapist,Data Analysis,Health,174865
25,Female,High School,Freelancer,43,Divorced,Medical Researcher,Python,Health,55454
37,Female,Diploma,Self-employed,26,Widowed,Medical Researcher,C++,Health,40854
33,Female,High School,Government,59,Widowed,Medical Researcher,UI/UX Design,Health,75648
50,Male,Diploma,Private,22,Single,Doctor,Database Management,Health,105822
22,Female,Bachelors,Freelancer,25,Single,Nurse,Communication,Health,78309
31,Male,High School,Government,49,Widowed,Nurse,Communication,Health,51711
44,Male,PhD,Unemployed,38,Widowed,Pharmacist,Excel,Health,115648
42,Male,Masters,Government,44,Divorced,Pharmacist,C++,Health,82814
41,Male,Diploma,Self-employed,21,Divorced,Physiotherapist,Artificial Intelligence,Health,51435
46,Female,Masters,Freelancer,28,Single,Doctor,Excel,Health,148443
42,Female,Masters,Freelancer,28,Divorced,Doctor,Cybersecurity,Health,68582
33,Male,Diploma,Government,56,Married,Medical Researcher,DevOps,Health,107207
47,Female,Masters,Government,24,Divorced,Doctor,Excel,Health,75852
35,Male,Masters,Private,22,Single,Medical Researcher,Content Writing,Health,75354
64,Female,High School,Self-employed,26,Married,Pharmacist,DevOps,Health,30686
39,Female,PhD,Government,51,Single,Medical Researcher,Database Management,Health,109360
50,Male,Diploma,Private,22,Single,Doctor,C++,Health,101234
58,Male,Diploma,Private,58,Married,Medical Researcher,Graphic Design,Health,58422
51,Female,Diploma,Self-employed,22,Widowed,Physiotherapist,Data Analysis,Health,44080
29,Male,Bachelors,Private,39,Divorced,Pharmacist,Communication,Health,66451
49,Female,Masters,Private,43,Widowed,Nurse,Excel,Health,54625
48,Female,Masters,Unemployed,23,Divorced,Nurse,HTML/CSS,Health,99697
31,Male,High School,Private,30,Single,Doctor,UI/UX Design,Health,91479
22,Female,Bachelors,Private,44,Married,Pharmacist,Communication,Health,128477
46,Male,PhD,Government,55,Married,Physiotherapist,Public Speaking,Health,162000
62,Female,PhD,Private,45,Widowed,Pharmacist,C++,Health,177709
50,Female,Masters,Government,30,Divorced,Pharmacist,Database Management,Health,85341
38,Male,High School,Private,37,Single,Medical Researcher,Leadership,Health,80330
46,Male,PhD,Government,55,Married,Nurse,Communication,Health,187154
26,Male,Bachelors,Unemployed,58,Divorced,Librarian,Leadership,Literature,50358
40,Female,PhD,Freelancer,27,Single,Librarian,Excel,Literature,139815
50,Male,PhD,Government,28,Married,Journalist,Python,Literature,138436
20,Female,High School,Government,42,Single,Editor,Project Management,Literature,43190
30,Female,Masters,Freelancer,28,Married,Poet,Java,Literature,182874
27,Female,Masters,Unemployed,31,Divorced,Librarian,Data Analysis,Literature,119465
61,Female,Masters,Government,43,Single,Librarian,Software Engineering,Literature,60084
